country,region,year,gdp_growth,inflation_rate,unemployment_rate,fdi_pct_gdp,trade_openness,literacy_rate,population_growth,internet_penetration,government_debt_pct,natural_resources_rents,growth_category
Namibia,Southern Africa,2003,5.71,24.52,13.54,2.75,97.6,82.6,0.33,49.71,100.41,7.6,low
Comoros,East Africa,2018,3.21,4.47,7.28,6.47,71.44,51.5,3.67,42.56,46.99,7.59,medium
Côte d'Ivoire,West Africa,2011,5.44,1.16,13.48,4.95,88.97,63.94,1.59,19.06,22.68,2.46,medium
Ghana,West Africa,2020,3.99,0.91,9.18,6.11,72.9,56.93,2.76,21.9,49.7,6.41,medium
Burkina Faso,West Africa,2008,-0.25,1.36,5.17,5.05,82.5,34.73,1.82,34.24,56.15,2.71,medium
Rwanda,East Africa,2023,4.53,23.23,16.45,9.53,97.14,63.03,4.49,27.69,81.06,17.64,low
Eswatini,Southern Africa,2019,1.2,0.79,16.91,2.03,45.36,98.21,2.62,29.25,44.78,7.04,medium
Gambia,West Africa,2005,-0.7,5.56,17.69,4.5,44.06,34.18,1.79,10.37,64.82,2.06,low
Congo,Central Africa,2017,4.91,20.7,8.35,2.4,73.38,64.57,2.2,15.82,25.46,8.98,low
Eswatini,Southern Africa,2006,5.96,4.46,19.08,5.89,59.93,63.99,2.59,19.72,76.63,7.67,medium
Congo,Central Africa,2008,6.08,0.9,9.04,3.35,64.41,70.18,2.68,4.87,56.37,3.21,medium
Mali,West Africa,2006,6.2,8.32,15.92,7.8,55.03,47.67,2.94,22.93,49.39,5.89,medium
Zambia,Southern Africa,2016,-1.3,1.16,8.93,2.17,48.07,39.35,2.5,17.94,97.63,1.72,low
Benin,West Africa,2006,0.42,14.9,10.66,7.02,92.42,40.19,1.12,39.32,76.4,9.74,low
Tanzania,East Africa,2015,10.42,0.43,1.0,4.98,38.0,88.96,2.16,49.91,34.2,5.42,high
Botswana,Southern Africa,2013,1.36,5.09,10.19,3.42,73.73,47.31,3.11,12.35,52.81,1.18,low
Congo,Central Africa,2018,6.33,9.5,12.55,4.86,70.48,56.01,1.83,28.7,109.73,5.4,medium
Gambia,West Africa,2023,2.44,1.18,9.54,4.15,28.42,99.0,3.17,10.1,94.58,3.06,medium
Burundi,East Africa,2000,4.74,0.3,22.54,4.39,43.38,51.78,2.53,17.36,73.46,9.8,medium
Lesotho,Southern Africa,2023,2.6,4.78,5.03,2.98,46.75,71.16,2.28,19.9,18.06,2.97,low
Sao Tome and Principe,Central Africa,2002,6.18,3.41,8.62,1.75,71.29,84.15,3.69,13.69,81.64,2.89,medium
South Africa,Southern Africa,2012,4.91,2.04,6.57,2.66,52.66,83.28,0.76,18.81,42.3,10.78,medium
Zimbabwe,Southern Africa,2008,3.16,7.74,8.62,0.0,58.29,41.03,1.82,12.3,81.47,0.88,low
Kenya,East Africa,2015,1.35,8.77,18.19,5.6,30.85,52.16,3.73,13.37,40.55,7.32,low
Gabon,Central Africa,2017,5.3,18.82,20.87,0.41,106.52,70.44,4.33,48.64,64.78,12.95,low
Comoros,East Africa,2020,0.86,29.03,7.8,2.96,61.42,99.0,4.79,22.13,42.19,3.19,low
Mauritania,West Africa,2009,5.78,4.41,7.66,5.12,69.98,51.29,2.55,29.46,47.73,6.09,medium
Eswatini,Southern Africa,2022,12.38,0.42,5.06,5.6,49.19,56.11,2.96,8.59,67.44,0.56,high
Eswatini,Southern Africa,2007,8.55,1.78,19.84,0.0,46.95,72.55,3.32,20.81,28.62,7.6,medium
Lesotho,Southern Africa,2004,6.66,0.24,18.73,3.27,98.25,76.15,3.78,8.19,102.45,2.82,medium
Benin,West Africa,2009,4.24,3.8,11.36,4.65,21.67,77.24,2.81,41.47,34.46,14.69,medium
Tanzania,East Africa,2012,-1.32,0.7,3.62,3.63,65.57,49.77,3.43,34.97,33.34,6.77,medium
Nigeria,West Africa,2016,0.53,18.52,4.16,6.86,35.77,55.42,2.96,8.89,67.5,5.25,low
Ghana,West Africa,2019,8.35,0.43,13.02,1.45,51.9,68.88,3.02,18.4,80.84,14.21,medium
Senegal,West Africa,2005,2.13,10.78,15.3,0.0,47.24,87.72,1.58,20.16,48.53,4.34,low
Botswana,Southern Africa,2007,2.4,1.77,1.0,5.53,40.28,60.71,2.17,9.08,33.57,4.19,medium
Zimbabwe,Southern Africa,2022,4.0,3.04,10.07,2.16,60.71,64.6,1.98,20.03,36.55,5.08,medium
Ethiopia,East Africa,2010,1.31,11.32,21.71,0.0,10.0,46.53,1.31,41.71,34.4,2.27,low
Ghana,West Africa,2005,0.82,0.21,10.69,3.1,53.69,98.54,0.85,20.87,61.16,1.3,medium
Seychelles,East Africa,2023,4.35,1.23,20.94,6.58,58.19,67.78,2.08,32.94,53.6,3.72,medium
Namibia,Southern Africa,2010,1.83,4.39,15.89,0.34,32.81,84.4,2.24,25.25,63.52,2.71,low
Mali,West Africa,2023,2.28,6.8,5.49,9.34,90.26,65.54,2.61,22.74,62.3,0.05,medium
Guinea-Bissau,West Africa,2022,2.16,4.47,10.24,1.41,48.11,66.53,3.06,5.96,71.49,5.51,low
Eritrea,East Africa,2021,6.07,5.12,11.23,3.72,55.25,37.99,2.69,10.13,46.8,0.91,medium
Cabo Verde,West Africa,2013,3.8,8.3,6.28,0.45,48.16,26.29,2.24,18.16,40.24,3.28,medium
Djibouti,East Africa,2019,3.96,0.26,6.18,3.6,58.37,87.53,1.58,15.6,58.13,8.72,medium
Libya,North Africa,2023,6.29,2.8,21.04,3.17,86.16,66.41,3.38,47.8,53.9,8.78,medium
Malawi,Southern Africa,2006,4.07,4.24,6.14,0.0,109.46,68.72,2.4,29.01,60.06,1.88,medium
Libya,North Africa,2000,3.67,7.95,18.47,10.56,74.91,42.52,2.07,11.01,40.77,1.39,medium
Angola,Southern Africa,2007,5.91,4.23,9.38,2.26,81.76,48.74,2.31,40.1,67.84,2.68,medium
Burkina Faso,West Africa,2015,6.5,3.53,11.85,2.26,94.33,84.12,1.77,31.85,31.43,6.9,medium
Sierra Leone,West Africa,2013,4.06,2.31,15.37,5.92,64.98,96.32,1.97,5.36,46.19,1.27,medium
South Africa,Southern Africa,2001,4.74,5.3,8.41,8.04,91.41,53.82,1.94,20.84,77.58,1.75,medium
Togo,West Africa,2013,2.15,1.38,15.41,6.32,75.85,77.09,2.21,44.65,32.37,1.39,medium
Malawi,Southern Africa,2004,1.92,0.56,1.0,0.5,62.88,68.42,3.16,8.56,76.0,8.6,medium
Zambia,Southern Africa,2012,6.81,15.49,14.64,4.03,67.01,62.83,2.91,19.06,26.82,0.49,low
Nigeria,West Africa,2013,5.83,6.73,1.0,0.0,23.57,98.34,4.05,44.68,23.3,0.89,high
Sierra Leone,West Africa,2015,5.87,0.71,10.64,5.75,65.84,56.84,3.71,29.19,25.12,4.73,high
South Africa,Southern Africa,2009,5.34,0.16,17.13,0.0,29.13,87.33,4.46,15.68,57.34,8.69,medium
Cabo Verde,West Africa,2009,4.64,7.06,15.73,1.49,27.49,71.87,3.06,13.2,69.59,11.72,low
Benin,West Africa,2016,6.59,10.97,4.21,3.49,63.86,64.7,3.04,47.18,80.85,0.93,high
Rwanda,East Africa,2017,7.31,5.13,4.98,4.61,37.72,89.7,2.01,5.03,79.26,1.69,medium
DRC,Central Africa,2019,7.23,0.26,7.87,2.85,59.86,70.22,3.33,36.34,72.25,16.07,high
Morocco,North Africa,2008,4.2,1.42,13.12,7.3,62.77,63.26,1.84,19.88,38.36,0.77,medium
Niger,West Africa,2010,8.66,0.39,1.0,5.31,63.66,89.83,1.03,30.25,38.19,25.2,high
Mali,West Africa,2007,5.19,9.85,11.92,5.11,41.92,87.49,4.03,26.41,70.76,1.43,medium
Mali,West Africa,2012,6.4,1.13,13.87,0.43,77.97,86.64,1.25,19.23,83.43,9.65,medium
Malawi,Southern Africa,2003,5.35,12.72,10.3,7.75,58.22,20.0,2.94,18.53,34.38,7.06,medium
Gabon,Central Africa,2010,5.24,9.36,15.15,1.49,68.82,72.92,1.62,38.94,80.88,11.58,low
Uganda,East Africa,2004,2.29,4.14,13.34,7.84,36.07,68.82,3.63,41.11,16.59,2.37,high
Niger,West Africa,2012,6.6,4.01,8.75,8.56,56.43,64.37,3.76,6.54,62.8,0.63,high
Sudan,North Africa,2020,13.04,0.73,1.0,4.78,81.95,75.98,3.03,37.2,52.92,13.19,high
Angola,Southern Africa,2023,3.38,2.02,12.8,6.08,79.4,69.69,3.75,22.97,50.92,0.13,medium
Mauritania,West Africa,2010,4.71,0.77,6.28,0.0,44.05,77.2,2.51,27.15,55.63,0.58,medium
Egypt,North Africa,2001,3.16,12.34,8.53,3.01,49.09,60.18,4.73,24.46,37.93,1.48,low
Niger,West Africa,2005,3.04,4.64,14.87,6.26,40.23,91.97,3.25,18.04,63.92,7.17,medium
Ethiopia,East Africa,2002,9.13,0.6,20.5,5.81,46.87,79.02,1.6,18.84,56.21,2.47,high
Sao Tome and Principe,Central Africa,2018,2.48,12.14,11.77,0.45,32.02,74.77,2.57,3.89,73.71,3.19,low
Gambia,West Africa,2023,3.08,0.46,15.32,2.77,57.24,73.89,2.35,38.31,86.81,1.77,medium
Côte d'Ivoire,West Africa,2013,-0.26,1.74,3.33,0.0,72.66,85.83,2.25,12.86,57.54,2.79,low
Morocco,North Africa,2004,2.23,12.79,13.47,4.53,44.3,83.39,0.84,30.74,38.63,1.56,low
Tanzania,East Africa,2000,-0.63,6.63,11.64,0.0,58.19,62.97,2.89,16.11,32.24,7.68,low
Rwanda,East Africa,2023,6.4,5.33,19.38,6.33,55.59,82.83,1.11,5.28,88.97,28.5,medium
Botswana,Southern Africa,2007,12.9,14.21,8.76,6.46,81.1,68.13,0.0,36.31,86.41,3.47,high
Togo,West Africa,2002,3.4,1.27,10.55,2.31,47.77,99.0,2.16,30.01,72.75,9.04,medium
Djibouti,East Africa,2004,-0.5,2.36,18.35,4.8,48.5,84.76,1.74,14.72,56.2,0.95,low
Burkina Faso,West Africa,2006,7.2,3.49,11.45,2.96,43.08,53.74,1.64,23.38,71.3,4.59,medium
Madagascar,Southern Africa,2015,2.32,12.74,5.35,4.1,37.25,99.0,0.0,49.22,81.09,0.29,medium
Rwanda,East Africa,2021,8.4,0.94,27.31,0.63,70.58,27.16,1.65,7.61,42.64,0.18,low
Ghana,West Africa,2006,3.65,11.0,5.53,5.06,57.3,76.47,2.33,28.87,55.6,10.18,medium
Seychelles,East Africa,2016,2.6,0.2,11.61,0.0,61.1,52.47,1.87,9.0,32.88,7.57,low
Morocco,North Africa,2001,3.97,2.05,14.08,0.0,85.49,98.88,2.89,3.04,52.42,6.52,low
Rwanda,East Africa,2000,6.77,1.79,13.61,3.2,86.64,69.55,3.89,12.23,85.89,6.11,medium
Burundi,East Africa,2001,3.82,4.34,10.86,2.97,27.08,50.71,3.02,10.79,76.57,3.61,medium
Egypt,North Africa,2022,3.01,3.93,10.89,4.18,72.96,60.2,3.53,38.36,57.7,3.47,medium
Rwanda,East Africa,2013,3.9,27.73,10.59,1.88,64.51,52.15,3.61,14.87,10.0,0.61,low
Zimbabwe,Southern Africa,2019,0.68,3.4,5.3,8.21,50.77,59.5,1.48,16.6,41.88,0.67,medium
Côte d'Ivoire,West Africa,2000,5.69,6.99,24.9,3.9,66.55,59.08,2.94,19.63,57.05,2.86,low
Uganda,East Africa,2000,-0.86,0.24,10.68,4.08,25.47,51.48,3.5,26.99,50.68,12.07,low
Egypt,North Africa,2020,3.17,10.12,15.58,3.99,89.25,69.86,2.06,34.91,55.66,10.48,low
Nigeria,West Africa,2002,6.78,3.84,9.99,6.01,70.3,72.04,1.71,7.2,59.85,2.12,high
Guinea,West Africa,2003,5.41,3.27,9.87,4.94,42.7,47.07,3.03,32.26,44.33,10.5,medium
Tanzania,East Africa,2012,6.27,1.02,9.27,4.61,48.29,35.15,1.02,32.71,54.85,0.32,medium
Sao Tome and Principe,Central Africa,2014,4.3,19.82,2.7,5.34,25.94,70.6,1.41,34.64,52.01,13.44,medium
Côte d'Ivoire,West Africa,2005,8.01,6.91,11.04,0.0,53.72,74.57,1.83,30.92,40.94,7.0,medium
Congo,Central Africa,2010,7.27,2.19,9.56,0.0,50.35,78.14,2.95,5.63,91.93,0.5,medium
Liberia,West Africa,2016,5.84,0.22,19.03,3.31,33.5,74.92,2.72,26.28,45.47,6.81,medium
Guinea,West Africa,2010,7.28,12.41,4.82,3.01,75.53,93.31,3.53,31.6,10.0,5.36,medium
Djibouti,East Africa,2009,6.75,6.72,8.54,4.95,85.54,82.95,1.58,25.93,90.67,1.3,medium
Kenya,East Africa,2001,3.18,3.73,6.61,3.55,59.45,99.0,1.52,4.13,38.07,2.72,medium
Mozambique,Southern Africa,2010,0.47,2.17,20.66,4.95,53.89,99.0,3.02,10.54,73.0,5.29,low
Côte d'Ivoire,West Africa,2019,5.76,9.05,6.78,0.39,68.7,33.35,1.7,14.01,41.38,0.44,medium
Uganda,East Africa,2015,6.14,10.49,15.37,3.47,59.61,25.45,1.9,48.24,66.39,1.15,medium
Cameroon,Central Africa,2021,7.77,3.65,17.82,0.15,38.36,64.87,0.64,35.67,54.04,5.6,medium
Angola,Southern Africa,2003,1.69,5.74,11.12,4.47,46.95,74.08,2.79,31.89,75.01,14.63,medium
Gabon,Central Africa,2000,1.78,23.2,3.74,0.0,54.07,63.63,4.04,21.01,50.73,2.32,low
Angola,Southern Africa,2013,5.88,31.15,3.82,4.37,64.96,77.66,1.47,35.59,41.89,0.98,low
Eswatini,Southern Africa,2004,4.29,14.28,17.16,0.0,60.19,60.14,3.52,33.06,60.14,0.35,low
Gabon,Central Africa,2014,-1.16,4.62,4.44,2.54,64.21,52.51,2.44,28.06,47.35,8.83,low
Comoros,East Africa,2021,5.63,0.84,14.35,5.74,29.5,55.23,0.73,46.3,16.42,1.94,high
Kenya,East Africa,2008,-1.06,12.24,12.69,4.07,73.3,61.4,1.61,36.57,42.97,3.78,low
Namibia,Southern Africa,2013,1.66,0.25,14.26,0.0,60.07,80.18,1.54,38.01,112.38,3.11,medium
Sierra Leone,West Africa,2016,8.56,2.65,14.83,1.82,111.05,56.24,2.18,20.84,18.57,14.27,medium
Namibia,Southern Africa,2003,9.97,0.28,6.4,0.0,52.25,59.8,2.92,52.76,59.82,2.02,high
Burkina Faso,West Africa,2021,0.85,7.75,6.15,0.0,66.47,75.26,4.35,56.82,50.14,5.67,medium
Sao Tome and Principe,Central Africa,2004,3.51,3.09,16.29,3.79,116.58,61.42,1.07,14.17,91.73,1.97,medium
Togo,West Africa,2019,4.63,5.56,8.22,4.9,63.88,85.1,2.02,3.72,32.78,1.1,medium
DRC,Central Africa,2015,9.84,4.15,1.0,4.6,58.65,48.45,1.6,39.94,57.03,4.73,high
Zambia,Southern Africa,2003,3.02,5.82,15.89,5.01,40.26,44.55,1.23,28.91,68.72,9.82,low
Uganda,East Africa,2017,3.07,0.87,5.78,3.47,90.57,70.48,2.6,9.36,51.41,0.29,medium
Sao Tome and Principe,Central Africa,2004,9.15,0.71,14.8,2.82,36.82,72.28,2.5,7.4,39.65,2.2,medium
Angola,Southern Africa,2014,3.38,8.16,20.36,0.82,68.54,49.43,0.69,21.77,54.56,1.09,low
Mozambique,Southern Africa,2023,6.67,3.88,12.1,2.4,50.53,89.18,2.52,13.9,48.81,2.83,medium
Tunisia,North Africa,2022,0.07,4.0,17.97,0.2,56.21,99.0,1.29,22.06,48.75,7.31,low
Senegal,West Africa,2020,3.99,0.51,12.92,1.39,31.52,53.7,2.51,35.45,73.61,0.69,medium
Tanzania,East Africa,2011,-0.48,6.48,21.52,3.72,86.86,91.77,3.77,4.27,63.06,5.79,low
Guinea-Bissau,West Africa,2013,1.33,5.72,5.63,3.21,54.44,22.12,2.96,2.52,66.04,0.87,low
Mauritius,East Africa,2007,7.02,0.18,11.95,11.16,35.7,84.37,2.68,18.8,61.61,2.83,high
Botswana,Southern Africa,2022,4.35,0.7,16.04,0.14,85.05,49.56,1.97,15.82,74.2,5.19,low
Sierra Leone,West Africa,2011,3.54,5.39,10.86,3.19,49.92,82.57,2.57,30.7,81.09,6.9,medium
Zambia,Southern Africa,2018,2.25,0.51,18.91,0.0,66.69,47.7,3.06,8.29,49.27,5.5,low
Tunisia,North Africa,2008,3.84,2.09,9.41,2.53,76.83,63.77,2.96,27.6,71.39,7.54,medium
Burundi,East Africa,2017,5.4,0.96,24.42,2.63,69.48,50.42,2.4,26.97,29.08,1.67,medium
Sudan,North Africa,2005,7.45,4.73,24.73,5.61,16.07,61.15,2.72,36.89,10.0,4.66,medium
Tanzania,East Africa,2017,-3.38,4.95,13.69,2.38,73.91,97.94,1.18,37.93,91.53,1.16,low
Côte d'Ivoire,West Africa,2001,2.0,6.02,15.32,3.02,57.99,63.06,1.77,13.38,48.33,3.64,low
Zimbabwe,Southern Africa,2002,4.98,9.42,19.15,2.42,53.42,99.0,3.21,24.22,60.05,0.19,low
Sudan,North Africa,2008,4.2,3.38,4.88,0.0,57.82,58.06,3.34,12.63,30.5,1.84,low
Kenya,East Africa,2011,5.71,0.29,4.13,1.87,27.8,91.85,2.59,19.82,29.57,3.21,medium
Mauritius,East Africa,2017,5.3,13.68,19.54,2.55,63.84,35.74,3.98,14.69,40.74,7.59,low
Mali,West Africa,2008,3.59,5.99,13.64,3.68,32.71,59.84,3.01,31.15,67.86,0.13,low
Togo,West Africa,2000,2.92,3.34,10.64,4.9,54.28,55.35,2.27,59.86,44.67,3.55,medium
Burundi,East Africa,2007,3.76,5.96,12.07,2.91,63.13,92.68,1.28,4.55,48.28,0.62,low
Gambia,West Africa,2010,7.95,1.76,1.0,2.87,81.48,68.33,3.94,35.04,40.11,2.8,high
Gambia,West Africa,2013,2.3,2.99,10.86,0.0,43.61,27.41,3.27,24.2,78.32,14.53,low
Cameroon,Central Africa,2015,4.31,8.39,7.48,4.85,89.03,41.42,4.3,29.89,72.37,7.4,low
Mauritius,East Africa,2005,5.05,7.04,17.51,1.76,78.94,46.77,4.67,10.98,45.32,3.29,low
Mali,West Africa,2014,9.18,19.81,17.97,5.37,51.41,81.81,1.21,4.01,68.68,8.23,medium
Equatorial Guinea,Central Africa,2015,3.6,2.41,15.46,6.79,37.83,79.49,1.22,13.4,50.1,7.4,medium
Zambia,Southern Africa,2018,7.38,5.95,14.37,3.03,31.12,59.59,0.0,12.33,48.25,1.96,medium
Kenya,East Africa,2012,8.2,4.82,3.02,0.94,65.44,55.13,3.42,41.91,54.01,1.38,high
Gabon,Central Africa,2019,4.31,0.34,15.54,3.46,45.25,77.89,3.16,28.11,67.86,14.52,medium
Ethiopia,East Africa,2005,3.87,2.03,15.78,4.37,83.99,44.67,2.6,19.81,37.16,0.61,medium
Gabon,Central Africa,2017,3.51,20.85,19.47,2.71,46.41,73.24,1.27,21.21,65.05,1.08,low
Egypt,North Africa,2001,3.73,3.57,24.71,2.09,41.99,71.71,2.41,46.29,104.96,1.76,low
Ghana,West Africa,2002,7.06,0.74,1.84,4.91,64.67,60.06,2.68,22.98,58.66,6.75,high
Sierra Leone,West Africa,2020,5.19,4.47,9.67,4.74,46.28,72.16,3.28,32.51,55.71,3.15,high
Sao Tome and Principe,Central Africa,2011,5.21,9.42,7.55,2.63,60.17,66.84,2.77,47.07,53.32,16.45,medium
Zambia,Southern Africa,2014,1.12,14.13,13.04,0.0,79.72,73.95,3.16,33.62,64.56,4.33,low
Uganda,East Africa,2014,1.6,7.31,12.08,4.64,62.34,40.99,2.38,21.13,22.79,18.34,low
Mozambique,Southern Africa,2016,10.93,2.28,10.6,1.58,62.42,76.06,3.68,5.04,89.02,7.2,high
Djibouti,East Africa,2005,3.97,7.87,18.17,4.04,64.1,83.48,3.13,10.3,74.62,4.06,low
Gambia,West Africa,2004,2.18,7.15,5.39,3.88,26.14,70.78,1.31,9.28,42.11,12.5,medium
Kenya,East Africa,2001,8.79,17.91,5.75,0.0,67.84,75.82,3.89,28.87,55.63,5.3,medium
Malawi,Southern Africa,2020,5.35,7.05,5.85,3.7,63.2,63.02,3.73,40.29,43.85,0.92,medium
Madagascar,Southern Africa,2005,6.23,4.75,9.84,4.79,77.86,81.04,2.97,18.08,60.98,5.43,medium
Sudan,North Africa,2013,4.09,1.39,4.63,5.09,72.12,66.17,2.78,9.66,56.23,5.57,medium
Mauritius,East Africa,2010,3.54,5.34,11.71,3.79,55.96,44.34,4.16,25.42,59.57,0.9,low
Sierra Leone,West Africa,2003,3.99,2.15,11.01,0.0,80.65,79.76,0.87,25.39,34.43,2.76,medium
Sudan,North Africa,2009,0.35,0.97,7.28,6.69,54.15,35.59,3.74,14.46,45.37,4.94,medium
Congo,Central Africa,2001,4.24,16.21,17.24,4.53,64.94,70.09,2.02,44.51,77.92,4.75,low
Zambia,Southern Africa,2004,5.39,3.21,11.64,0.49,53.78,58.08,3.6,43.64,44.32,9.1,medium
DRC,Central Africa,2003,10.05,11.32,18.38,1.53,69.24,56.93,2.62,19.29,10.0,18.14,medium
Zimbabwe,Southern Africa,2019,4.76,10.53,10.83,4.08,52.47,68.1,1.26,24.3,51.99,4.71,low
Morocco,North Africa,2013,-2.5,3.21,11.85,5.2,92.95,52.23,2.0,17.59,103.23,4.93,low
Côte d'Ivoire,West Africa,2022,4.22,2.78,8.62,2.28,100.35,74.22,3.52,19.51,71.98,9.4,medium
Eswatini,Southern Africa,2010,12.72,8.22,11.96,5.56,77.48,66.02,2.29,21.72,43.32,0.28,high
Eritrea,East Africa,2004,7.1,0.14,16.27,0.0,90.83,53.89,1.88,8.9,53.99,2.39,medium
Uganda,East Africa,2014,2.07,9.06,9.53,0.89,29.22,89.09,1.87,19.94,68.6,2.97,low
Mauritius,East Africa,2022,6.27,1.95,15.11,0.0,31.57,68.69,3.14,33.16,19.87,26.39,high
South Africa,Southern Africa,2012,2.27,1.4,7.12,1.26,53.57,76.35,4.25,7.98,37.88,22.37,medium
Eswatini,Southern Africa,2000,0.44,1.71,16.55,7.27,60.82,90.5,0.36,6.11,62.97,0.4,low
Botswana,Southern Africa,2007,3.45,12.9,8.52,8.64,56.04,90.2,5.3,27.6,86.89,1.44,medium
Niger,West Africa,2022,4.77,15.47,17.11,4.09,27.16,75.44,2.7,4.32,46.21,4.41,low
Burundi,East Africa,2012,-1.12,3.21,12.37,1.9,83.03,59.55,3.08,28.41,86.34,0.11,low
Burundi,East Africa,2022,1.05,7.39,21.13,2.95,103.08,39.27,2.06,20.2,39.91,2.18,low
Eritrea,East Africa,2012,4.53,38.42,5.08,4.68,85.62,68.72,2.5,20.91,10.0,17.89,low
Côte d'Ivoire,West Africa,2000,3.28,1.24,3.14,0.0,81.71,84.7,2.69,21.32,69.88,5.14,medium
Niger,West Africa,2020,5.68,5.45,8.3,2.07,64.52,71.38,1.45,1.76,65.81,3.18,low
Côte d'Ivoire,West Africa,2018,0.86,1.49,3.69,7.09,43.14,20.0,1.69,20.92,69.72,4.98,medium
Cameroon,Central Africa,2017,6.64,18.94,3.7,0.89,61.45,80.66,3.68,9.62,68.94,7.17,low
Sudan,North Africa,2023,0.95,0.46,15.73,1.63,102.11,81.77,0.95,26.3,58.84,5.11,medium
Ethiopia,East Africa,2004,9.43,0.42,11.97,3.53,52.96,59.58,2.94,22.58,49.82,1.87,high
Sao Tome and Principe,Central Africa,2021,-0.65,3.46,9.12,4.21,50.9,82.79,2.13,16.58,50.59,3.46,low
DRC,Central Africa,2005,1.22,0.74,9.68,1.94,82.15,76.3,1.54,15.61,45.79,5.11,low
Djibouti,East Africa,2023,5.75,2.56,8.42,3.69,83.47,52.66,4.47,29.87,46.99,2.01,medium
Nigeria,West Africa,2004,9.49,11.15,21.9,5.02,43.04,87.88,1.55,47.86,18.78,0.22,high
Gabon,Central Africa,2013,5.45,2.86,7.59,8.4,54.77,42.19,1.37,32.26,30.71,6.17,high
Niger,West Africa,2018,6.19,0.21,4.07,3.18,49.96,63.97,2.31,27.93,51.73,1.77,high
Benin,West Africa,2001,4.55,23.57,16.78,3.4,61.39,62.17,1.73,4.94,10.18,0.6,low
Cameroon,Central Africa,2001,1.42,0.99,10.71,7.32,82.07,50.14,2.51,18.81,14.84,0.53,medium
Guinea,West Africa,2020,3.03,5.22,24.23,2.13,43.92,70.47,2.66,32.63,48.31,8.58,medium
Zimbabwe,Southern Africa,2001,0.86,5.25,8.84,0.19,81.79,88.59,2.73,9.74,52.43,6.28,low
Burundi,East Africa,2014,0.66,3.08,17.08,4.13,62.03,87.46,2.38,15.3,48.73,4.13,low
Malawi,Southern Africa,2022,5.71,0.07,18.49,6.19,106.52,78.03,1.8,41.17,10.0,9.14,high
Burundi,East Africa,2014,1.13,4.06,8.87,4.4,66.38,34.47,3.14,18.93,86.05,7.83,medium
Equatorial Guinea,Central Africa,2011,5.46,2.08,7.54,3.26,58.06,40.95,2.39,47.03,26.28,4.71,high
Senegal,West Africa,2010,0.59,7.7,16.45,0.0,71.49,67.99,2.0,54.92,38.64,1.06,low
Mali,West Africa,2015,5.39,0.35,15.45,3.35,53.26,64.38,3.98,36.78,29.76,21.75,high
Uganda,East Africa,2013,3.03,9.2,3.54,6.58,24.09,56.03,2.38,7.91,80.98,10.28,medium
Burkina Faso,West Africa,2012,8.72,7.37,5.23,0.41,55.19,99.0,3.59,45.1,63.43,6.24,high
Uganda,East Africa,2003,5.47,7.52,1.0,2.89,54.87,66.91,3.73,6.46,45.54,1.02,medium
Morocco,North Africa,2015,8.21,7.55,15.57,2.53,28.15,74.76,3.79,25.27,44.13,1.94,medium
Sao Tome and Principe,Central Africa,2017,2.23,18.81,10.43,1.76,58.54,82.78,3.19,18.17,58.59,0.18,low
Tanzania,East Africa,2017,4.67,0.78,11.03,4.12,18.66,65.99,2.5,19.83,30.07,14.75,medium
Guinea,West Africa,2001,1.56,0.54,1.85,4.61,53.05,99.0,2.44,29.95,62.61,9.33,medium
Equatorial Guinea,Central Africa,2016,3.26,0.52,5.41,4.58,64.87,48.07,2.26,8.95,44.03,0.52,medium
Sao Tome and Principe,Central Africa,2017,3.71,5.0,9.13,1.06,61.94,54.09,0.33,37.66,65.39,6.95,medium
Algeria,North Africa,2004,2.32,0.76,7.97,0.0,51.78,48.03,3.22,12.6,64.71,4.99,low
Sudan,North Africa,2020,0.85,5.13,12.71,4.16,58.29,93.13,2.74,23.25,43.13,1.66,low
Mali,West Africa,2012,0.26,5.58,15.5,2.24,44.32,79.44,3.33,5.0,13.95,4.73,low
Tunisia,North Africa,2011,-2.52,0.77,25.62,8.1,60.22,55.21,2.38,13.5,50.06,12.67,low
Sao Tome and Principe,Central Africa,2017,1.33,11.17,11.88,8.21,61.16,49.45,3.16,9.47,26.01,4.51,low
Ghana,West Africa,2012,6.38,2.94,18.69,8.48,42.0,89.93,1.12,13.57,56.57,0.84,high
Sudan,North Africa,2013,-0.3,7.76,7.02,1.15,65.35,71.51,1.33,16.04,49.87,10.18,low
Côte d'Ivoire,West Africa,2007,0.4,7.86,1.95,4.92,65.23,90.39,0.02,13.34,43.24,3.44,medium
Eswatini,Southern Africa,2022,9.87,1.23,9.89,5.68,56.68,63.92,2.37,21.35,29.09,3.65,high
Ethiopia,East Africa,2023,2.59,15.56,2.41,5.4,108.42,74.21,1.73,3.02,78.74,16.31,low
Malawi,Southern Africa,2003,5.46,2.14,12.09,2.61,57.19,70.4,1.6,24.76,45.93,13.79,medium
Kenya,East Africa,2017,6.43,22.46,7.32,6.7,54.42,53.77,2.83,11.7,102.07,1.28,low
Algeria,North Africa,2000,6.49,0.65,1.0,3.5,51.55,62.41,2.07,34.74,55.7,0.46,high
Comoros,East Africa,2008,-0.07,0.1,22.42,3.82,40.58,43.68,1.07,15.5,62.03,3.89,low
Nigeria,West Africa,2023,3.81,1.33,8.77,0.0,73.72,73.89,5.04,26.13,55.78,1.49,medium
